NAME,TITLE,RATING,REVIEW
surojit das,"
Problem wid the camera
",5,"

  The fone is awesome overall. I just hv one problem. The screen I view before clicking a picture and the one that is captured are missin 4 inches.. is this a fault? I hv used samsung fones before and never had this problem but this seems like a fault wid this specific handset. I don't kno if other m31 users have the same issue. But please look into this.

"
Amazon Customer,"
Best mobile ever. Go for it m31
",1,"

  It took more than 1 month to receive this mobile due to lockdown.All of that i can say I higely recoomend this mobile.Really a good budget phone with big battery. Camera performance also awesome.I am a Samsung fan. I always used samsung phones as they gave quality.Better than all chinese phones :) promoting for made in India products.I am writing the review after using Two weeks.1) Android 10 - Performance is very good.2) Excellent Display with Blue light and Dark mode display.3) No heating issues, No lagging.4) Battery life is very good - 6000 Mah5) Both sims slots support LTE6) Camera is really good. Macro performance is very good.7) Face unlock and Finger Print sensor response is very good.Constrain:1) Not that thin - but thinking 6000 Mah battery its Ok....

"
Ajay K,"
Decent phone with good performance
",4,"

  It’s a decent phone if you are planning to gift it to your parents.IMPORTANT NOTE: If anyone of you face issues with call drops, just select the network manually instead of default automatic selection.One thing irritates me is it takes ~3hrs to charge the phone even though it comes with fast charging option. Better we should have received 25W charging in place of 15W.

"
sachin b hatagale,"
Good Phone
",4,"

  I am a non gamer, I bought this phone for battery backup and it is doing its job very well. Finger print reader takes multiple attempts sometimes but.  I would like to suggest Samsung that it adds a back cover and screen guard along with the phone in the box. Am writing this review after 10 days from purchase date and battery backup is awesome. Camera is not so good but ok.

"
Veeranna Jakkula,"
Decent phone for the price.
",5,"

  The camera and display are excellent.  I am absolutely fine using a regular fingerprint reader , as midrange indisplay fingerprint reader sucks in midrange samsung phones.Battery life is decent,  you csn leave a lot of things turned on.The phone takes a lot of time to boot up , not sure why.Charging is pretty slow compared  other quick charging Samsung phones.

"
Ajay,"
3 days usage - Value for money
",4,"

  3 days usedBattery performance beyond parDisplay is AmazingCamera performance is below averageCPU yet to be testedUI is smoothBuilt quality is decent liked itWill update review after more usage

"
aravind,"
A Good Budget Smartphone with Made in India Tag....
",4,"

  Everything is fine :-That is Good battery ,Strong processor and cameras were too good ..Trust me i played pubg over on it for like 8-9 hours in smooth mode but didn't find any lag heating issues were usual as like on other devices ,6000 mah is real op that led me to give a strong backup of full 1 days with heavy usages. Only thing is is bad and disturbing in it is its charging speed ie so slow afterall having with 15 watt of its original charger it use to take like 3.5-4 hours to get fully charge seriously disgusting but hopefully its other features backlash that ........ A good device to challenge those Chinese smartphones, You should Go for it if you are looking for equivalent features of Realme 6 and redmi 9 pro..  .....

"
nischal,"
Value for money
",4,"

  Great phone for this price. I went for the 8/128 GB variant. Though a big fan of the Mi phones I switched to Samsung for a change and was definitely not disappointed.For someone who looks at performance/battery life with an awesome screen this phone will check all the boxes.If you are very particular about looks, light weight, extremely fast charging, great camera then don't go for this phone.

"
Sunil Singh,"
Awesome smartphone
",4,"

  The best ever decision qas to purchase this budget Smart phone with extraordinary battery capacity.I have never expected the amazing Performance of Samsung phones of this price range.The performance of this phone is ultimate matching near to its S series phones.Battery is awesome...its range for me is 18hrs in one charge.Camera performance is out standing.Fingerprint is instant.Overall best offer by Samsung.Thanks to Samsung for launching such a wonderful budget Smart phone.

"
shailesh,"
Great phone in this Budget. 👌
",4,"

  The phone is really good for this budget, I was looking for a secondary phone since a long time and after using it , I will never use the term secondary with this. It's a amazing phone to use , I have been using it since 3 weeks.It takes time to charge but the battery lasts for 2 days (6000 mh).Picture quality is more than enough 64 mega pixel and 32 selfie shooter gives you perfect experience of photography.Face unlocking is a bit slow but good enough.Finger print reader is nice.Over all looks is 9.5 out of 10Great phone Samsung.Got the delivery of the phone in just 2 days , much appreciated . Amazon 👍

"
